title,url,created,state,whensent,category,lastupdate,latitude,longitude,ward,Location,Ward,Output Areas (OA),Middle Layer Super Output Areas (MSOA),Boundary,Lower Layer Super Output Areas (LSOA)
Anti dog-fouling sign has been knocked over,https://www.fixmystreet.com/report/1208,2007-03-11 17:24:49 UTC,confirmed,2007-03-11 17:30:03 UTC,Other,2007-03-11 17:30:03 UTC,51.38905067,-2.364448851,Lansdown,"(51.38905067, -2.364448851)",21,248,7,1,2
'Temporary' metal fence has been in place over a year,https://www.fixmystreet.com/report/542615,2014-11-08 23:28:11 UTC,confirmed,2014-11-08 23:30:12 UTC,Pavements/footpaths,2015-01-06 10:22:11 UTC,51.388496,-2.364699,Lansdown,"(51.388496, -2.364699)",21,246,7,1,2
DANGEROUS pavement,https://www.fixmystreet.com/report/471024,2014-05-02 08:45:17 UTC,confirmed,2014-05-02 08:50:15 UTC,Pavements/footpaths,2014-05-02 08:50:15 UTC,51.37624691,-2.356049539,Widcombe,"(51.37624691, -2.356049539)",33,567,12,1,109
Smell of gas,https://www.fixmystreet.com/report/596103,2015-02-28 10:09:11 UTC,confirmed,2015-02-28 10:45:23 UTC,Other,2015-02-28 10:45:23 UTC,51.384469,-2.380709,Kingsmead,"(51.384469, -2.380709)",34,206,9,1,54
Bench,https://www.fixmystreet.com/report/127896,2010-08-06 12:31:11 UTC,confirmed,2010-08-06 12:35:02 UTC,Other,2010-08-06 12:35:02 UTC,51.32270163,-2.364842399,Wellow,"(51.32270163, -2.364842399)",10,60,10,1,114
Slow sign,https://www.fixmystreet.com/report/136306,2010-10-03 13:56:12 UTC,fixed,2010-10-04 15:05:02 UTC,Road traffic signs,2010-11-02 17:06:49 UTC,51.30428474,-2.403699953,Shoscombe,"(51.30428474, -2.403699953)",10,57,10,1,114
Paving slab ,https://www.fixmystreet.com/report/151057,2011-01-04 22:02:57 UTC,unconfirmed,,Pavements/footpaths,2011-01-04 22:02:57 UTC,51.38270792,-2.34862245,Bathwick,"(51.38270792, -2.34862245)",22,75,12,1,30
Pot holes at Junction of Flatts Lane and Clutton Hill,https://www.fixmystreet.com/report/319689,2013-02-08 15:49:47 UTC,fixed - user,2013-02-08 15:50:36 UTC,Roads/highways,2013-03-12 12:27:10 UTC,51.33661904,-2.5183984,Farmborough,"(51.33661904, -2.5183984)",8,126,16,1,40
Potholes in Hatfield Buildings,https://www.fixmystreet.com/report/232683,2012-02-18 18:08:27 UTC,fixed - user,2012-02-18 18:10:10 UTC,Potholes,2012-03-18 10:05:22 UTC,51.376616,-2.351676,Widcombe,"(51.376616, -2.351676)",33,569,12,1,111
Over grownweeds verging on road,https://www.fixmystreet.com/report/5313,2007-06-13 23:43:29 UTC,confirmed,2007-06-13 23:45:02 UTC,Roads/highways,2007-06-13 23:45:02 UTC,51.36518755,-2.355858755,Widcombe,"(51.36518755, -2.355858755)",33,575,12,1,110
Large amounts of uncollected rubbish.,https://www.fixmystreet.com/report/1594,2007-03-20 12:12:27 UTC,confirmed,2007-03-20 12:30:48 UTC,Other,2007-03-20 12:30:48 UTC,51.38595888,-2.361677586,Abbey,"(51.38595888, -2.361677586)",35,4,7,1,22
Fosse Lane byway,https://www.fixmystreet.com/report/369889,2013-07-03 15:10:45 UTC,fixed - user,2013-07-03 15:15:09 UTC,Flytipping,2013-08-01 08:34:28 UTC,51.29779558,-2.457247832,Radstock,"(51.29779558, -2.457247832)",12,421,24,1,76
Speeding?,https://www.fixmystreet.com/report/115677,2010-05-23 21:05:09 UTC,confirmed,2010-05-23 21:10:02 UTC,Other,2010-09-14 16:21:59 UTC,51.39114061,-2.337725586,Bathavon North,"(51.39114061, -2.337725586)",1,29,10,1,27
Trail of brown cattle slurry left,https://www.fixmystreet.com/report/192108,2011-07-02 13:55:38 UTC,confirmed,2011-07-02 14:00:09 UTC,Roads/highways,2011-11-03 14:59:45 UTC,51.388203,-2.396065,Newbridge,"(51.388203, -2.396065)",29,315,8,1,16
Newspaper,https://www.fixmystreet.com/report/10332,2007-11-01 16:39:01 UTC,fixed,2007-11-01 17:05:02 UTC,Other,2007-11-29 17:40:45 UTC,51.40015691,-2.33765782,Lambridge,"(51.40015691, -2.33765782)",23,220,4,1,58
Weeds along pavement,https://www.fixmystreet.com/report/609430,2015-03-22 15:43:09 UTC,confirmed,2015-03-22 16:55:24 UTC,Street cleaning,2015-06-27 23:39:59 UTC,51.284623,-2.466221,Westfield,"(51.284623, -2.466221)",26,514,26,1,98
Overgrown weeds growing all along edge of pavement,https://www.fixmystreet.com/report/412621,2013-12-18 21:31:29 UTC,confirmed,2013-12-18 21:35:09 UTC,Pavements/footpaths,2015-12-24 22:03:37 UTC,51.28487606,-2.471266066,Westfield,"(51.28487606, -2.471266066)",26,509,26,1,97
Leylandii obscuring lights of zebra crossing,https://www.fixmystreet.com/report/274,2007-02-26 16:58:26 UTC,unconfirmed,,Other,2007-02-26 16:58:26 UTC,51.36108468,-2.349360669,Combe Down,"(51.36108468, -2.349360669)",19,107,18,1,38
Trip Hazard in Cooks Hill (road used as pavement),https://www.fixmystreet.com/report/321263,2013-02-12 11:24:56 UTC,confirmed,2013-02-12 11:25:25 UTC,Roads/highways,2013-03-12 12:20:53 UTC,51.33002974,-2.54698002,Clutton,"(51.33002974, -2.54698002)",5,100,20,1,35
Damaged traffic island,https://www.fixmystreet.com/report/92604,2010-01-31 09:55:46 UTC,confirmed,2010-01-31 10:00:03 UTC,Road traffic signs,2010-05-11 11:05:32 UTC,51.39887981,-2.450638612,Saltford,"(51.39887981, -2.450638612)",17,424,16,1,81
Drains blocked,https://www.fixmystreet.com/report/411839,2013-12-16 11:33:51 UTC,confirmed,2013-12-16 11:40:15 UTC,Street cleaning,2014-01-13 18:13:59 UTC,51.33534769,-2.301934119,Freshford,"(51.33534769, -2.301934119)",10,52,10,1,113
Abandoned car,https://www.fixmystreet.com/report/440093,2014-02-14 18:55:01 UTC,fixed - user,2014-02-14 19:00:54 UTC,Abandoned vehicles,2014-03-14 19:31:25 UTC,51.29881634,-2.456907517,Radstock,"(51.29881634, -2.456907517)",12,421,24,1,76
Potholes by war memorial and on park road,https://www.fixmystreet.com/report/185222,2011-05-18 15:55:07 UTC,confirmed,2011-05-18 16:00:01 UTC,Potholes,2011-05-18 16:00:01 UTC,51.306306,-2.501784,Paulton,"(51.306306, -2.501784)",13,366,23,1,69
Loose flagstone - tripping hazard,https://www.fixmystreet.com/report/278152,2012-09-14 22:12:33 UTC,confirmed,2012-09-14 22:15:20 UTC,Pavements/footpaths,2012-09-14 22:15:20 UTC,51.38775598,-2.361575572,Lansdown,"(51.38775598, -2.361575572)",21,249,7,1,2
Black car reg number,https://www.fixmystreet.com/report/50887,2009-03-27 15:47:33 UTC,confirmed,2009-03-27 15:50:02 UTC,Abandoned vehicles,2009-03-27 18:04:15 UTC,51.29564664,-2.522166479,High Littleton,"(51.29564664, -2.522166479)",3,132,23,1,43
Litter in hedgerows and borders of North Somerset and Bath and North East Somerset,https://www.fixmystreet.com/report/333761,2013-03-14 10:17:22 UTC,fixed - user,2013-03-14 11:10:15 UTC,Other,2013-04-11 12:12:24 UTC,51.339729,-2.550969,Clutton,"(51.339729, -2.550969)",5,98,20,1,35
Missing 40mph repeater signs,https://www.fixmystreet.com/report/355256,2013-05-07 08:47:12 UTC,confirmed,2013-05-07 08:50:15 UTC,Road traffic signs,2013-06-04 09:07:02 UTC,51.40685573,-2.4688562,Saltford,"(51.40685573, -2.4688562)",17,427,16,1,82
Pelican crossing unmarked on road surface,https://www.fixmystreet.com/report/452801,2014-03-11 12:02:55 UTC,confirmed,2014-03-11 12:05:22 UTC,Roads/highways,2014-06-04 14:06:01 UTC,51.39021472,-2.357001151,Walcot,"(51.39021472, -2.357001151)",36,497,6,1,96
"Potholes - The Hollow, Dunkerton BA2 8BG",https://www.fixmystreet.com/report/399633,2013-11-03 11:01:19 UTC,confirmed,2013-11-03 11:05:15 UTC,Potholes,2013-11-03 11:05:15 UTC,51.33631618,-2.420557506,Dunkerton and Tunley,"(51.33631618, -2.420557506)",9,65,22,1,28
Bad pothole,https://www.fixmystreet.com/report/427236,2014-01-23 19:32:23 UTC,confirmed,2014-01-23 20:05:20 UTC,Potholes,2014-03-01 11:42:25 UTC,51.40460315,-2.396406648,Weston,"(51.40460315, -2.396406648)",20,555,5,1,105
Blocked pavement,https://www.fixmystreet.com/report/443596,2014-02-20 19:20:28 UTC,fixed - user,2014-02-20 19:25:09 UTC,Car parking,2015-09-04 11:54:50 UTC,51.381037,-2.387988,Westmoreland,"(51.381037, -2.387988)",32,578,13,1,103
No bin,https://www.fixmystreet.com/report/55074,2009-04-23 14:49:02 UTC,fixed,2009-04-23 14:50:02 UTC,Dog fouling,2009-07-16 16:03:06 UTC,51.41082704,-2.50991976,Keynsham North,"(51.41082704, -2.50991976)",24,165,1,1,48
Blocked gulley,https://www.fixmystreet.com/report/169562,2011-02-28 22:02:09 UTC,confirmed,2011-02-28 22:15:03 UTC,Roads/highways,2011-02-28 22:15:03 UTC,51.33574812,-2.301900315,Freshford,"(51.33574812, -2.301900315)",10,52,10,1,113
Overgrown weeds,https://www.fixmystreet.com/report/509206,2014-08-05 14:55:24 UTC,fixed - user,2014-08-05 15:00:12 UTC,Pavements/footpaths,2014-09-03 01:11:08 UTC,51.37703443,-2.39009889,Twerton,"(51.37703443, -2.39009889)",28,464,11,1,89
Potholes need repairing,https://www.fixmystreet.com/report/176876,2011-03-31 07:49:30 UTC,fixed,2011-03-31 08:25:02 UTC,Potholes,2011-06-29 17:31:42 UTC,51.393488,-2.388761,Newbridge,"(51.393488, -2.388761)",29,316,8,1,16
Potholes,https://www.fixmystreet.com/report/96247,2010-02-16 21:02:17 UTC,confirmed,2010-02-16 21:10:04 UTC,Potholes,2010-06-09 14:41:56 UTC,51.39972501,-2.466639133,Saltford,"(51.39972501, -2.466639133)",17,433,16,1,82
Pothole rut developing,https://www.fixmystreet.com/report/610262,2015-03-24 07:40:04 UTC,confirmed,2015-03-24 07:40:14 UTC,Potholes,2015-04-21 08:13:41 UTC,51.404606,-2.465841,Saltford,"(51.404606, -2.465841)",17,427,16,1,82
Cardboard recycling is not being collected,https://www.fixmystreet.com/report/522449,2014-09-14 13:12:55 UTC,confirmed,2014-09-14 13:15:10 UTC,Rubbish (refuse and recycling),2014-10-12 18:09:30 UTC,51.38921951,-2.363771046,Lansdown,"(51.38921951, -2.363771046)",21,246,7,1,2
Smashed bus stop glass over pavement and road,https://www.fixmystreet.com/report/307453,2013-01-10 07:21:27 UTC,fixed - user,2013-01-10 07:25:09 UTC,Bus stops,2013-01-23 13:46:47 UTC,51.380922,-2.387284,Westmoreland,"(51.380922, -2.387284)",32,578,13,1,103
Pothole,https://www.fixmystreet.com/report/248368,2012-04-30 22:45:17 UTC,fixed - user,2012-04-30 22:50:05 UTC,Potholes,2012-06-09 23:54:54 UTC,51.388477,-2.366496,Kingsmead,"(51.388477, -2.366496)",34,199,9,1,115
Collection day still rubbish outside houses,https://www.fixmystreet.com/report/71169,2009-08-27 20:11:28 UTC,fixed,2009-08-27 20:15:03 UTC,Rubbish (refuse and recycling),2009-10-26 09:34:14 UTC,51.39427603,-2.345287477,Walcot,"(51.39427603, -2.345287477)",36,490,6,1,95
Slippery and dangerous path,https://www.fixmystreet.com/report/447282,2014-02-28 09:13:41 UTC,confirmed,2014-02-28 09:20:16 UTC,Pavements/footpaths,2014-02-28 09:20:16 UTC,51.28474016,-2.484706012,Midsomer Norton,"(51.28474016, -2.484706012)",25,305,27,1,13
Road sign been knocked down,https://www.fixmystreet.com/report/481835,2014-06-03 23:00:06 UTC,confirmed,2014-06-03 23:05:35 UTC,Street nameplates,2014-06-03 23:05:35 UTC,51.33731146,-2.480837,Farmborough,"(51.33731146, -2.480837)",8,127,16,1,40
Broken road surface,https://www.fixmystreet.com/report/319163,2013-02-07 13:49:11 UTC,fixed - user,2013-02-07 13:50:47 UTC,Potholes,2013-03-12 12:32:04 UTC,51.33009677,-2.542280789,Clutton,"(51.33009677, -2.542280789)",5,100,20,1,35
Metal Bin dumped on street - flytipping,https://www.fixmystreet.com/report/363739,2013-06-09 20:13:04 UTC,fixed - user,2013-06-09 20:15:09 UTC,Flytipping,2013-07-08 12:42:46 UTC,51.37858711,-2.386730534,Westmoreland,"(51.37858711, -2.386730534)",32,529,13,1,102
Edge of road subsiding and broken up,https://www.fixmystreet.com/report/460222,2014-03-30 23:30:24 UTC,confirmed,2014-03-30 23:35:34 UTC,Potholes,2014-05-01 20:36:44 UTC,51.41936005,-2.397382017,Charlcombe,"(51.41936005, -2.397382017)",1,47,10,1,25
Pot Hole,https://www.fixmystreet.com/report/639670,2015-05-27 11:06:20 UTC,confirmed,2015-05-27 11:10:19 UTC,Potholes,2015-05-27 11:10:19 UTC,51.28885,-2.493545,Midsomer Norton,"(51.28885, -2.493545)",11,287,25,1,10
Broken sign,https://www.fixmystreet.com/report/94641,2010-02-08 22:12:40 UTC,confirmed,2010-02-08 22:15:02 UTC,Other,2010-04-06 09:01:49 UTC,51.40566048,-2.50047748,Keynsham South,"(51.40566048, -2.50047748)",37,186,2,1,53
Dumped rubbish in laybay on Clandown Back Road,https://www.fixmystreet.com/report/568,2007-03-08 12:18:47 UTC,fixed,2007-03-08 12:31:16 UTC,Other,2007-03-09 13:00:54 UTC,51.30163407,-2.467300995,Radstock,"(51.30163407, -2.467300995)",12,405,24,1,76
Pothole,https://www.fixmystreet.com/report/219022,2011-12-19 05:48:28 UTC,fixed - user,2011-12-19 05:50:06 UTC,Potholes,2012-01-16 14:52:12 UTC,51.36679932,-2.318833568,Combe Down,"(51.36679932, -2.318833568)",19,105,18,1,37
Temporary Traffic lights not working on A37,https://www.fixmystreet.com/report/467653,2014-04-22 16:13:09 UTC,fixed - user,2014-04-22 16:15:12 UTC,Traffic lights,2014-05-20 18:05:40 UTC,51.36865657,-2.547719416,Publow,"(51.36865657, -2.547719416)",7,400,20,1,74
Unacceptably excessive dog fouling in the area,https://www.fixmystreet.com/report/9519,2007-10-09 08:40:37 UTC,confirmed,2007-10-09 14:10:01 UTC,Dog fouling,2007-12-04 15:01:27 UTC,51.37633938,-2.317910269,Bathavon North,"(51.37633938, -2.317910269)",1,49,10,1,27
Rubish in street,https://www.fixmystreet.com/report/540962,2014-11-04 14:08:52 UTC,confirmed,2014-11-04 14:10:11 UTC,Rubbish (refuse and recycling),2014-11-04 14:10:11 UTC,51.387747,-2.361549,Lansdown,"(51.387747, -2.361549)",21,249,7,1,2
Claverton Down Road,https://www.fixmystreet.com/report/43041,2009-02-05 16:08:24 UTC,unconfirmed,,Potholes,2009-02-05 16:08:24 UTC,51.36665284,-2.318946822,Combe Down,"(51.36665284, -2.318946822)",19,105,18,1,37
Potholes and road breaking up,https://www.fixmystreet.com/report/349046,2013-04-17 11:11:08 UTC,confirmed,2013-04-17 11:15:34 UTC,Potholes,2013-04-17 11:15:34 UTC,51.37979152,-2.622607589,Chew Magna,"(51.37979152, -2.622607589)",6,79,21,1,31
Lansdown and Landsdown rd,https://www.fixmystreet.com/report/575425,2015-01-24 17:57:46 UTC,confirmed,2015-01-24 18:00:31 UTC,Street cleaning,2015-01-24 18:00:31 UTC,51.40920745,-2.382606011,Charlcombe,"(51.40920745, -2.382606011)",1,47,10,1,25
Bushes/hedge overhanging,https://www.fixmystreet.com/report/126619,2010-07-27 19:32:50 UTC,fixed,2010-07-27 19:35:02 UTC,Other,2010-09-14 11:02:45 UTC,51.38500446,-2.390404759,Newbridge,"(51.38500446, -2.390404759)",29,325,8,1,15
Several Deep Potholes,https://www.fixmystreet.com/report/432400,2014-02-02 18:04:43 UTC,fixed - user,2014-02-02 18:28:12 UTC,Roads/highways,2014-11-08 13:18:05 UTC,51.38229373,-2.364383083,Kingsmead,"(51.38229373, -2.364383083)",34,193,9,1,55
Vegetation Obstructing Footpath,https://www.fixmystreet.com/report/468940,2014-04-26 11:16:19 UTC,confirmed,2014-04-26 11:20:11 UTC,Roads/highways,2014-04-26 11:20:11 UTC,51.40269887,-2.400080602,Weston,"(51.40269887, -2.400080602)",20,552,5,1,105
Trip Hazard,https://www.fixmystreet.com/report/212190,2011-11-08 09:41:22 UTC,confirmed,2011-11-08 09:45:07 UTC,Pavements/footpaths,2011-11-08 09:45:07 UTC,51.38178281,-2.373143785,Widcombe,"(51.38178281, -2.373143785)",33,559,12,1,112
Foilage overhanging carriageway,https://www.fixmystreet.com/report/660896,2015-07-13 09:10:07 UTC,confirmed,2015-07-13 09:15:19 UTC,Trees,2015-07-13 09:15:19 UTC,51.290853,-2.460583,Westfield,"(51.290853, -2.460583)",26,507,26,1,99
Tyre Slashed,https://www.fixmystreet.com/report/155439,2011-01-17 10:02:27 UTC,confirmed,2011-01-17 11:05:02 UTC,Other,2011-01-17 11:05:02 UTC,51.38718876,-2.356589185,Abbey,"(51.38718876, -2.356589185)",35,16,7,1,20
Potholes,https://www.fixmystreet.com/report/70125,2009-08-18 13:10:41 UTC,confirmed,2009-08-18 18:10:02 UTC,Potholes,2009-08-18 18:10:02 UTC,51.28804296,-2.476223252,Midsomer Norton North,"(51.28804296, -2.476223252)",11,289,25,1,11
Alarm ringing constantly - over 36 hours,https://www.fixmystreet.com/report/105996,2010-03-28 23:15:54 UTC,unconfirmed,,Other,2010-03-28 23:15:54 UTC,51.38430217,-2.356381211,Abbey,"(51.38430217, -2.356381211)",35,5,7,1,21
Overhanging weeds,https://www.fixmystreet.com/report/127974,2010-08-07 09:25:27 UTC,confirmed,2010-08-07 09:30:02 UTC,Pavements/footpaths,2010-09-14 11:12:09 UTC,51.38547231,-2.37918021,Kingsmead,"(51.38547231, -2.37918021)",34,206,9,1,54
Flytipping,https://www.fixmystreet.com/report/240542,2012-03-22 10:58:28 UTC,confirmed,2012-03-22 11:00:07 UTC,Flyposting,2012-04-19 11:34:17 UTC,51.42954591,-2.357312626,Swainswick,"(51.42954591, -2.357312626)",1,51,10,1,25
Leaf clearing in gutter,https://www.fixmystreet.com/report/10855,2007-11-19 15:16:02 UTC,confirmed,2007-11-19 15:30:18 UTC,Rubbish (refuse and recycling),2007-11-19 15:30:18 UTC,51.36382641,-2.34515861,Widcombe,"(51.36382641, -2.34515861)",33,558,12,1,110
Poor road markings,https://www.fixmystreet.com/report/144111,2010-11-22 07:32:31 UTC,confirmed,2010-11-22 07:35:02 UTC,Roads/highways,2010-11-22 07:35:02 UTC,51.35871624,-2.375383004,Lyncombe,"(51.35871624, -2.375383004)",18,263,17,1,4
Seagulls,https://www.fixmystreet.com/report/27227,2008-07-29 11:28:47 UTC,confirmed,2008-07-29 11:35:01 UTC,Rubbish (refuse and recycling),2008-08-26 13:30:44 UTC,51.38312372,-2.368179345,Kingsmead,"(51.38312372, -2.368179345)",34,212,9,1,115
Bin rubbish all over the road,https://www.fixmystreet.com/report/644444,2015-06-07 11:10:10 UTC,fixed - user,2015-06-07 11:15:18 UTC,Rubbish (refuse and recycling),2015-07-05 12:24:59 UTC,51.393461,-2.32941,Bathampton,"(51.393461, -2.32941)",1,29,10,1,27
Services,https://www.fixmystreet.com/report/118312,2010-06-08 19:56:43 UTC,confirmed,2010-06-08 20:05:03 UTC,Roads/highways,2010-06-08 20:05:03 UTC,51.34305802,-2.484333027,Farmborough,"(51.34305802, -2.484333027)",8,127,16,1,40
Grafitti tag,https://www.fixmystreet.com/report/2613,2007-04-18 15:20:28 UTC,confirmed,2007-04-18 15:31:21 UTC,Graffiti,2007-04-18 15:31:21 UTC,51.38444371,-2.382114561,Kingsmead,"(51.38444371, -2.382114561)",34,207,9,1,54
Untaxed car,https://www.fixmystreet.com/report/102586,2010-03-11 18:42:27 UTC,unconfirmed,,Car parking,2010-03-11 18:42:27 UTC,51.32390023,-2.50757866,High Littleton,"(51.32390023, -2.50757866)",3,134,23,1,43
Bushes overgrowing pavement frequently THIS IS DANGEROUS,https://www.fixmystreet.com/report/254331,2012-05-30 13:36:33 UTC,fixed - user,2012-05-30 13:40:08 UTC,Roads/highways,2012-07-29 00:46:09 UTC,51.41177387,-2.479707695,Keynsham,"(51.41177387, -2.479707695)",16,154,3,1,47
Fly tipping,https://www.fixmystreet.com/report/500549,2014-07-14 15:41:52 UTC,confirmed,2014-07-14 15:45:17 UTC,Flytipping,2014-07-14 15:45:17 UTC,51.383302,-2.427739,Newton St Loe,"(51.383302, -2.427739)",9,68,22,1,28
Overgrown vegetation on cycle/pedestrian path,https://www.fixmystreet.com/report/265709,2012-07-16 14:28:56 UTC,fixed - user,2012-07-16 14:30:14 UTC,Pavements/footpaths,2012-07-20 08:30:05 UTC,51.38454258,-2.376527529,Kingsmead,"(51.38454258, -2.376527529)",34,205,9,1,115
Wood/cardboard and general rubbish,https://www.fixmystreet.com/report/77327,2009-10-20 10:13:12 UTC,fixed,2009-10-20 10:15:02 UTC,Rubbish (refuse and recycling),2009-11-18 10:01:24 UTC,51.39379855,-2.34649774,Walcot,"(51.39379855, -2.34649774)",36,490,6,1,95
Pothole,https://www.fixmystreet.com/report/430478,2014-01-29 22:45:21 UTC,fixed - user,2014-01-29 22:50:09 UTC,Potholes,2015-10-15 07:36:50 UTC,51.43132099,-2.402448536,Charlcombe,"(51.43132099, -2.402448536)",1,47,10,1,25
Deep pothole,https://www.fixmystreet.com/report/440958,2014-02-16 19:00:29 UTC,confirmed,2014-02-16 19:05:09 UTC,Potholes,2014-02-16 19:05:09 UTC,51.33002302,-2.534832831,Clutton,"(51.33002302, -2.534832831)",5,97,20,1,34
Dog fouling sign disintegrated,https://www.fixmystreet.com/report/87997,2010-01-15 09:34:08 UTC,confirmed,2010-01-15 09:40:02 UTC,Dog fouling,2010-03-12 10:36:18 UTC,51.40567773,-2.50045028,Keynsham South,"(51.40567773, -2.50045028)",37,186,2,1,53
2 lots of dog mess on W side of Gloucester St.,https://www.fixmystreet.com/report/337336,2013-03-20 10:26:34 UTC,confirmed,2013-03-20 10:30:35 UTC,Dog fouling,2013-03-20 10:30:35 UTC,51.387788,-2.364565,Abbey,"(51.387788, -2.364565)",35,18,7,1,22
Builder's vans constantly blocking pavement,https://www.fixmystreet.com/report/236976,2012-03-07 13:44:30 UTC,fixed - user,2012-03-07 13:45:06 UTC,Roads/highways,2012-04-06 07:57:50 UTC,51.37572149,-2.385583506,Westmoreland,"(51.37572149, -2.385583506)",32,532,13,1,101
Potholes,https://www.fixmystreet.com/report/594407,2015-02-25 18:05:14 UTC,fixed - user,2015-02-25 18:10:10 UTC,Potholes,2015-10-15 07:37:28 UTC,51.428731,-2.402757,Charlcombe,"(51.428731, -2.402757)",1,47,10,1,25
Lane markings completely worn away,https://www.fixmystreet.com/report/657607,2015-07-06 07:35:42 UTC,confirmed,2015-07-06 07:40:25 UTC,Roads/highways,2015-08-03 08:14:50 UTC,51.42522,-2.516267,Keynsham,"(51.42522, -2.516267)",24,161,1,1,48
Health & Safety,https://www.fixmystreet.com/report/151452,2011-01-06 12:32:59 UTC,confirmed,2011-01-06 12:40:01 UTC,Dog fouling,2011-01-06 12:40:01 UTC,51.35943911,-2.351059549,Combe Down,"(51.35943911, -2.351059549)",19,118,18,1,38
Antiques business welded sign on bridge,https://www.fixmystreet.com/report/185962,2011-05-23 14:26:36 UTC,confirmed,2011-05-23 14:35:01 UTC,Flyposting,2015-04-25 14:02:50 UTC,51.385291,-2.37675,Kingsmead,"(51.385291, -2.37675)",34,205,9,1,115
