incident_number,datetime,ward,location,incident_category,type_0,type_1,type_2,type_3,x_coordinate,y_coordinate,unitary_authority,origin_of_call,property_category,property_type,is_primary_fire,cause_of_fire,is_property_derelict,is_property_occupied_at_the_incident,property_normally_occupied,is_fire_confined_to_chimney,how_fire_was_discovered,main_cause_of_fire,ignition_source,ignition_source_powered,item_first_damaged,item_responsible_for_spread_of_fire,main_action_by_other_than_frs,main_action_by_frs,special_service_type,road_traffic_collision,false_alarm_reason,victims_involved,were_alarm_systems_present,no_of_fatalities,no_of_fire_fatalities,no_of_injuries,no_of_rescues,Ward,Output Areas (OA),Middle Layer Super Output Areas (MSOA),Boundary,Lower Layer Super Output Areas (LSOA)
019545-30122010,12/30/2010 11:42:38 AM +0000,MIDSOMER NORTON REDFIELD,"(51.288581726911914, -2.4961125259524635)",Special Service,Building,Dwelling,House - single occupancy,,365***,154***,BANES,Person (mobile),Dwelling,Building > Dwelling > House - single occupancy,,,,,,,,,,,,,,,"Effecting entry/exit, For child",no,,no,,,,,,11,287,25,1,10
011562-03092010,09/03/2010 04:54:01 PM +0000,RADSTOCK,"(51.2888637004289, -2.4244150960018858)",False Alarm,Building,Non Residential,Education,Secondary school,370***,154***,BANES,AFA from call centre,NonResidential,Building > Non Residential > Education > Secondary school,,,,,,,,,,,,,,,,,Fire alarm due to Apparatus > Unknown,no,,,,,,12,416,24,1,78
015405-29102010,10/29/2010 07:09:03 PM +0000,KEYNSHAM SOUTH,"(51.414460688271, -2.497474572472788)",False Alarm,Building,Dwelling,Purpose Built Flat/Maisonette - multiple occupancy,Up to 3 storeys,365***,168***,BANES,AFA from call centre,Dwelling,Building > Dwelling > Purpose Built Flat/Maisonette - multiple occupancy > Up to 3 storeys,,,,,,,,,,,,,,,,,Fire alarm due to Apparatus > Human > Cooking/burnt toast,no,,,,,,37,182,2,1,52
012397-16092010,09/16/2010 10:26:41 AM +0000,RADSTOCK,"(51.297802336263274, -2.4388404326437576)",Fire,Building,Dwelling,Self contained Sheltered Housing,,369***,155***,BANES,AFA from call centre,Dwelling,Building > Dwelling > Self contained Sheltered Housing,yes,Accidental,no,yes,Yes - occupied,no,Persons,Accidental;  Negligent use of equipment or appliance (heat source),Cooking appliance -> Cooker incl oven,Electric,Other,Other,Removal from heat source,Small means -> Removal from/of heat source,,no,,yes,yes,0,0,1,0,12,406,24,1,76
014486-16102010,10/16/2010 11:01:46 AM +0000,NEWBRIDGE,"(51.396909887464425, -2.3822933247234346)",False Alarm,Building,Non Residential,Hospitals and medical care,Hospital,373***,166***,BANES,AFA from call centre,NonResidential,Building > Non Residential > Hospitals and medical care > Hospital,,,,,,,,,,,,,,,,,Fire alarm due to Apparatus > System: smoke alarm > Damaged,no,,,,,,20,546,5,1,107
011929-09092010,09/09/2010 11:30:37 AM +0000,ABBEY,"(51.38800873750183, -2.35347704473258)",False Alarm,Building,Non Residential,Offices and call centres,Purpose built office,375***,165***,BANES,AFA from call centre,NonResidential,Building > Non Residential > Offices and call centres > Purpose built office,,,,,,,,,,,,,,,,,Fire alarm due to Apparatus > Contaminants > Dust,no,,,,,,36,498,6,1,96
014754-19102010,10/19/2010 12:15:14 PM +0000,BATHAVON WEST,"(51.387821130288515, -2.4109594886812187)",False Alarm,Building,Non Residential,Permanent Agricultural,Barn,371***,165***,BANES,Person (mobile),NonResidential,Building > Non Residential > Permanent Agricultural > Barn,,,,,,,,,,,,,,,,,Good Intent false alarm > Fire > Other,no,,,,,,9,68,22,1,28
013665-04102010,10/04/2010 09:21:45 AM +0000,TWERTON,"(51.38787067528191, -2.396588936586609)",False Alarm,Building,Non Residential,Offices and call centres,Purpose built office,372***,165***,BANES,AFA from call centre,NonResidential,Building > Non Residential > Offices and call centres > Purpose built office,,,,,,,,,,,,,,,,,Fire alarm due to Apparatus > System: smoke alarm > Faulty,no,,,,,,29,315,8,1,16
005899-21062010,06/21/2010 09:18:04 PM +0000,KINGSMEAD,"(51.38796447889967, -2.367847713155505)",False Alarm,Outdoor,Outdoor structures,Refuse/rubbish tip,,374***,165***,BANES,Person (mobile),OutdoorStructure,Outdoor > Outdoor structures > Refuse/rubbish tip,,,,,,,,,,,,,,,,,Good Intent false alarm > Fire > Controlled burning,no,,,,,,34,200,9,1,115
005256-13062010,06/13/2010 11:38:06 AM +0000,KEYNSHAM NORTH,"(51.42338997880317, -2.5119537447163673)",False Alarm,Outdoor,"Grassland, woodland and crops",Private/Domestic garden/allotment (vegetation not equipment/building),,364***,169***,BANES,Person (mobile),Outdoor,"Outdoor > Grassland, woodland and crops > Private/Domestic garden/allotment (vegetation not equipment/building)",,,,,,,,,,,,,,,,,Good Intent false alarm > Fire > Controlled burning,no,,,,,,24,161,1,1,48
012808-22092010,09/22/2010 05:41:20 PM +0000,KINGSMEAD,"(51.38800873750183, -2.35347704473258)",Special Service,Road Vehicle,Van,,,375***,165***,BANES,Police,RoadVehicle,Road Vehicle > Van,,,,,,,,,,,,,,,"RTC, Wash down road",yes,,no,,,,,,36,498,6,1,96
006723-29062010,06/29/2010 07:02:48 PM +0000,BATHAVON SOUTH,"(51.32502397973819, -2.3673436124197504)",Fire,Building,Dwelling,Bungalow - single occupancy,,374***,158***,BANES,AFA from call centre,Dwelling,Building > Dwelling > Bungalow - single occupancy,yes,Accidental,no,yes,Yes - occupied,no,Automatic alarm system,Accidental;  Combustible articles too close to heat source (or fire),Cooking appliance -> Ring/hot plate (separate appliance),Electric,Clothing/Textiles  -> Other textiles,None,None,None -> No firefighting,,no,,no,no,,,,,10,60,10,1,114
002825-11052010,05/11/2010 08:26:19 PM +0000,NEWBRIDGE,"(51.396909887464425, -2.3822933247234346)",False Alarm,Building,Non Residential,Entertainment and culture,Community centre/Village or Parish Hall,373***,166***,BANES,AFA from call centre,NonResidential,Building > Non Residential > Entertainment and culture > Community centre/Village or Parish Hall,,,,,,,,,,,,,,,,,Malicious False Alarm > By phone,no,,,,,,20,546,5,1,107
002402-05052010,05/05/2010 02:38:50 PM +0000,COMBE DOWN,"(51.36103427921812, -2.353269220489017)",Fire,Building,Dwelling,House - single occupancy,,375***,162***,BANES,Person (mobile),Dwelling,Building > Dwelling > House - single occupancy,no,Accidental,no,yes,Yes - occupied,yes,,,,,,,,,,no,,no,,,,,,19,118,18,1,38
009642-06082010,08/06/2010 03:07:54 AM +0000,ABBEY,"(51.38800873750183, -2.35347704473258)",False Alarm,Building,Non Residential,Entertainment and culture,Concert Hall,375***,165***,BANES,AFA from call centre,NonResidential,Building > Non Residential > Entertainment and culture > Concert Hall,,,,,,,,,,,,,,,,,Fire alarm due to Apparatus > Unknown,no,,,,,,36,498,6,1,96
003889-26052010,05/26/2010 04:34:33 PM +0000,KINGSMEAD,"(51.38800873750183, -2.35347704473258)",False Alarm,Road Vehicle,Van,,,375***,165***,BANES,Person (mobile),RoadVehicle,Road Vehicle > Van,,,,,,,,,,,,,,,,,Good Intent false alarm > Fire > Steam,no,,,,,,36,498,6,1,96
009110-30072010,07/30/2010 01:38:58 AM +0000,ABBEY,"(51.38800873750183, -2.35347704473258)",False Alarm,Building,Non Residential,"Public admin, security and safety",Town Hall,375***,165***,BANES,AFA from call centre,NonResidential,"Building > Non Residential > Public admin, security and safety > Town Hall",,,,,,,,,,,,,,,,,Fire alarm due to Apparatus > Unknown,no,,,,,,36,498,6,1,96
007108-04072010,07/04/2010 05:08:49 PM +0000,ABBEY,"(51.38800873750183, -2.35347704473258)",Special Service,Building,Dwelling,Purpose Built Flat/Maisonette - multiple occupancy,4 to 9 storeys,375***,165***,BANES,Person (land line),Dwelling,Building > Dwelling > Purpose Built Flat/Maisonette - multiple occupancy > 4 to 9 storeys,,,,,,,,,,,,,,,"Effecting entry/exit, For person in distress",no,,no,,,,,,36,498,6,1,96
005846-21062010,06/21/2010 01:57:21 PM +0000,KEYNSHAM NORTH,"(51.42338997880317, -2.5119537447163673)",Fire,Road Vehicle,Car,,,364***,169***,BANES,Person (land line),RoadVehicle,Road Vehicle > Car,yes,Deliberate ? others property,no,,,,Persons,Deliberate;  - others property: Heat source and combustibles brought together deliberately,Not known,Not known,Not known,Not known,None,,,no,,no,,,,,,24,161,1,1,48
002747-10052010,05/10/2010 07:09:21 PM +0000,TWERTON,"(51.38787067528191, -2.396588936586609)",Special Service,Building,Other Residential,Residential Home,Nursing/Care,372***,165***,BANES,Person (land line),OtherResidential,Building > Other Residential > Residential Home > Nursing/Care,,,,,,,,,,,,,,,"Lift Release, For able bodied person not in distress",no,,yes,,0,0,0,1,29,315,8,1,16
007539-09072010,07/09/2010 08:48:59 PM +0000,MIDSOMER NORTON REDFIELD,"(51.288641633358864, -2.4817731342852936)",Fire,Outdoor,"Grassland, woodland and crops","Grassland, pasture, grazing etc",,366***,154***,BANES,Person (mobile),Outdoor,"Outdoor > Grassland, woodland and crops > Grassland, pasture, grazing etc",no,Deliberate ? others property,no,,,,,,,,,,,,,no,,no,,,,,,11,283,25,1,11
004403-01062010,06/01/2010 12:37:34 PM +0000,COMBE DOWN,"(51.37002577927021, -2.3533384594150153)",Fire,Building,Non Residential,Public Utilities,Other,375***,163***,BANES,Person (land line),NonResidential,Building > Non Residential > Public Utilities > Other,yes,Deliberate ? unknown owner,no,no,No - unoccupied permanently (vacant),no,Persons,Deliberate;  - unknown owner: Heat source and combustibles brought together deliberately,"Naked flame -> Lighted paper or card, or other naked flame ",Not applicable,Rubbish/Waste/Recycling -> Rubbish/Waste material,Rubbish/Waste/Recycling -> Rubbish/Waste material,None,,,no,,no,no,,,,,33,575,12,1,110
007309-07072010,07/07/2010 02:49:11 AM +0000,OLDFIELD,"(51.37897302091154, -2.367775587009803)",False Alarm,Building,Dwelling,House - single occupancy,,374***,164***,BANES,Person (mobile),Dwelling,Building > Dwelling > House - single occupancy,,,,,,,,,,,,,,,,,Fire alarm due to Apparatus > System: smoke alarm > Poor maintenance,no,,,,,,33,561,12,1,109
010907-25082010,08/25/2010 02:12:53 PM +0000,RADSTOCK,"(51.297802336263274, -2.4388404326437576)",False Alarm,Building,Dwelling,Self contained Sheltered Housing,,369***,155***,BANES,Person (land line),Dwelling,Building > Dwelling > Self contained Sheltered Housing,,,,,,,,,,,,,,,,,Fire alarm due to Apparatus > Human > Cooking/burnt toast,no,,,,,,12,406,24,1,76
012883-23092010,09/23/2010 08:19:03 PM +0000,BATHAVON WEST,"(51.35180415623376, -2.42499670506038)",Fire,Building,Non Residential,Permanent Agricultural,Barn,370***,161***,BANES,Person (land line),NonResidential,Building > Non Residential > Permanent Agricultural > Barn,yes,Not known,no,no,Yes - occupied,no,Persons,Other,Not known,Not applicable,Not known,Vegetation -> Crops,None,,,no,,no,no,,,,,9,67,22,1,28
007578-10072010,07/10/2010 08:36:05 AM +0000,ABBEY,"(51.38800873750183, -2.35347704473258)",False Alarm,Building,Non Residential,"Public admin, security and safety",Town Hall,375***,165***,BANES,AFA from call centre,NonResidential,"Building > Non Residential > Public admin, security and safety > Town Hall",,,,,,,,,,,,,,,,,Fire alarm due to Apparatus > Human > Accidentally/carelessly set off,no,,,,,,36,498,6,1,96
005390-15062010,06/15/2010 03:48:03 PM +0000,COMBE DOWN,"(51.36107673492661, -2.338906958613966)",Fire,Building,Dwelling,Self contained Sheltered Housing,,376***,162***,BANES,Person (land line),Dwelling,Building > Dwelling > Self contained Sheltered Housing,yes,Accidental,no,yes,Yes - occupied,no,Persons,Accidental;  Cooking - other cooking,Cooking appliance -> Cooker incl oven,Electric,Food -> Other,Food -> Other,None,Small means -> Removal from/of heat source,,no,,no,yes,,,,,19,113,18,1,37
012013-10092010,09/10/2010 07:53:30 PM +0000,PEASEDOWN,"(51.324829759131276, -2.424747186447478)",Fire,Building,Dwelling,House - single occupancy,,370***,158***,BANES,Person (land line),Dwelling,Building > Dwelling > House - single occupancy,no,Accidental,no,yes,Yes - occupied,yes,,,,,,,,,,no,,no,,,,,,9,66,22,1,28
002220-02052010,05/02/2010 02:47:18 PM +0000,ABBEY,"(51.38800873750183, -2.35347704473258)",False Alarm,Building,Dwelling,House - single occupancy,,375***,165***,BANES,AFA from call centre,Dwelling,Building > Dwelling > House - single occupancy,,,,,,,,,,,,,,,,,Fire alarm due to Apparatus > Unknown,no,,,,,,36,498,6,1,96
003704-24052010,05/24/2010 08:48:01 AM +0000,MIDSOMER NORTON REDFIELD,"(51.288581726911914, -2.4961125259524635)",Special Service,Road Vehicle,Car,,,365***,154***,BANES,Person (land line),RoadVehicle,Road Vehicle > Car,,,,,,,,,,,,,,,"Effecting entry/exit, For child",no,,yes,,0,0,0,1,11,287,25,1,10
011936-09092010,09/09/2010 01:49:57 PM +0000,NEWBRIDGE,"(51.396909887464425, -2.3822933247234346)",Fire,Outdoor,Other outdoors (including land),Loose refuse (incl in garden),,373***,166***,BANES,Person (mobile),Outdoor,Outdoor > Other outdoors (including land) > Loose refuse (incl in garden),no,Not known,no,,,,,,,,,,,,,no,,no,,,,,,20,546,5,1,107
012303-14092010,09/14/2010 09:13:17 PM +0000,OLDFIELD,"(51.37897302091154, -2.367775587009803)",Special Service,Building,Dwelling,Purpose Built Flat/Maisonette - multiple occupancy,Up to 3 storeys,374***,164***,BANES,Person (mobile),Dwelling,Building > Dwelling > Purpose Built Flat/Maisonette - multiple occupancy > Up to 3 storeys,,,,,,,,,,,,,,,"No action (not false alarm), Service not required",no,,no,,,,,,33,561,12,1,109
011341-31082010,08/31/2010 04:30:12 PM +0000,MENDIP,"(51.32442218456275, -2.525201731957796)",Fire,Building,Other Residential,Residential Home,Nursing/Care,363***,158***,BANES,Police,OtherResidential,Building > Other Residential > Residential Home > Nursing/Care,no,Deliberate ? others property,yes,no,Not known,no,,,,,,,,,,no,,no,,,,,,5,97,20,1,34
002897-13052010,05/13/2010 12:29:56 AM +0000,ABBEY,"(51.38800873750183, -2.35347704473258)",Fire,Outdoor,Outdoor structures,Small refuse/rubbish/recycle container (excluding wheelie bin),,375***,165***,BANES,Person (mobile),OutdoorStructure,Outdoor > Outdoor structures > Small refuse/rubbish/recycle container (excluding wheelie bin),no,Deliberate ? others property,yes,,,,,,,,,,,,,no,,no,,,,,,36,498,6,1,96
017176-26122013,12/26/2013 07:20:51 PM +0000,WALCOT,"(51.39700019568331, -2.3535463911730448)",False Alarm,Road Vehicle,Car,,,375***,166***,BANES,Person (mobile),RoadVehicle,Road Vehicle > Car,,,,,,,,,,,,,,,,,Good Intent false alarm > Fire > Vehicle,no,,,,,,36,500,6,1,93
003193-17052010,05/17/2010 05:15:11 PM +0000,SOUTHDOWN,"(51.378879247282384, -2.39651117938257)",False Alarm,Building,Dwelling,Purpose Built Flat/Maisonette - multiple occupancy,Up to 3 storeys,372***,164***,BANES,AFA from call centre,Dwelling,Building > Dwelling > Purpose Built Flat/Maisonette - multiple occupancy > Up to 3 storeys,,,,,,,,,,,,,,,,,Good Intent false alarm > Fire > Other cooking,no,,,,,,28,469,11,1,89
013257-28092010,09/28/2010 02:32:08 PM +0000,ABBEY,"(51.38800873750183, -2.35347704473258)",False Alarm,Building,Dwelling,Purpose Built Flat/Maisonette - multiple occupancy,4 to 9 storeys,375***,165***,BANES,Person (land line),Dwelling,Building > Dwelling > Purpose Built Flat/Maisonette - multiple occupancy > 4 to 9 storeys,,,,,,,,,,,,,,,,,Fire alarm due to Apparatus > Contaminants > Dust,no,,,,,,36,498,6,1,96
008089-16072010,07/16/2010 09:37:17 PM +0000,WESTFIELD,"(51.27976466334815, -2.4530056921824808)",False Alarm,Building,Non Residential,Warehouses and bulk storage,Warehouse,368***,153***,BANES,AFA from call centre,NonResidential,Building > Non Residential > Warehouses and bulk storage > Warehouse,,,,,,,,,,,,,,,,,Fire alarm due to Apparatus > Unknown,no,,,,,,12,420,24,1,79
004937-07062010,06/07/2010 11:01:18 PM +0000,WESTON,"(51.396909887464425, -2.3822933247234346)",False Alarm,Building,Dwelling,House - single occupancy,,373***,166***,BANES,Person (mobile),Dwelling,Building > Dwelling > House - single occupancy,,,,,,,,,,,,,,,,,Good Intent false alarm > Fire > Other cooking,no,,,,,,20,546,5,1,107
012595-19092010,09/19/2010 01:09:34 AM +0000,ABBEY,"(51.38800873750183, -2.35347704473258)",Fire,Outdoor,Outdoor structures,Small refuse/rubbish/recycle container (excluding wheelie bin),,375***,165***,BANES,Person (mobile),OutdoorStructure,Outdoor > Outdoor structures > Small refuse/rubbish/recycle container (excluding wheelie bin),no,Deliberate ? unknown owner,no,,,,,,,,,,,,,no,,no,,,,,,36,498,6,1,96
009152-30072010,07/30/2010 05:57:47 PM +0000,RADSTOCK,"(51.2888637004289, -2.4244150960018858)",False Alarm,Building,Non Residential,Education,Secondary school,370***,154***,BANES,AFA from call centre,NonResidential,Building > Non Residential > Education > Secondary school,,,,,,,,,,,,,,,,,Fire alarm due to Apparatus > Unknown,no,,,,,,12,416,24,1,78
008433-21072010,07/21/2010 02:54:12 PM +0000,TWERTON,"(51.38787067528191, -2.396588936586609)",Fire,Outdoor,"Grassland, woodland and crops",Tree scrub (includes single trees not in garden),,372***,165***,BANES,Person (mobile),Outdoor,"Outdoor > Grassland, woodland and crops > Tree scrub (includes single trees not in garden)",no,Deliberate ? unknown owner,no,,,,,,,,,,,,,no,,no,,,,,,29,315,8,1,16
014656-18102010,10/18/2010 02:47:30 AM +0000,SOUTHDOWN,"(51.378879247282384, -2.39651117938257)",False Alarm,Building,Dwelling,Purpose Built Flat/Maisonette - multiple occupancy,Up to 3 storeys,372***,164***,BANES,Person (land line),Dwelling,Building > Dwelling > Purpose Built Flat/Maisonette - multiple occupancy > Up to 3 storeys,,,,,,,,,,,,,,,,,Good Intent false alarm > Fire > Other,no,,,,,,28,469,11,1,89
005206-12062010,06/12/2010 04:36:21 PM +0000,ABBEY,"(51.38800873750183, -2.35347704473258)",Special Service,Outdoor,Outdoor structures,Bridge,,375***,165***,BANES,Police,OutdoorStructure,Outdoor > Outdoor structures > Bridge,,,,,,,,,,,,,,,"No action (not false alarm), Service not required",no,,no,,,,,,36,498,6,1,96
004418-01062010,06/01/2010 06:12:40 PM +0000,NEWBRIDGE,"(51.38791845815606, -2.382218344259114)",Special Service,Building,Dwelling,Self contained Sheltered Housing,,373***,165***,BANES,Police,Dwelling,Building > Dwelling > Self contained Sheltered Housing,,,,,,,,,,,,,,,"No action (not false alarm), Service not required",no,,no,,,,,,34,202,9,1,54
006857-01072010,07/01/2010 04:30:36 PM +0000,PAULTON,"(51.297573172468, -2.4962094885343986)",Fire,Outdoor,"Grassland, woodland and crops",Roadside vegetation,,365***,155***,BANES,Person (mobile),Outdoor,"Outdoor > Grassland, woodland and crops > Roadside vegetation",no,Deliberate ? others property,no,,,,,,,,,,,,,no,,no,,,,,,13,373,23,1,67
002691-09052010,05/09/2010 04:41:52 PM +0000,WESTON,"(51.405901302806626, -2.382368343990453)",Fire,Outdoor,Outdoor structures,Small refuse/rubbish/recycle container (excluding wheelie bin),,373***,167***,BANES,Person (mobile),OutdoorStructure,Outdoor > Outdoor structures > Small refuse/rubbish/recycle container (excluding wheelie bin),no,Not known,no,,,,,,,,,,,,,no,,no,,,,,,21,233,7,1,1
010002-12082010,08/12/2010 09:30:45 AM +0000,BATHAVON WEST,"(51.3609440864242, -2.381993635417731)",False Alarm,Building,Dwelling,House - single occupancy,,373***,162***,BANES,AFA from call centre,Dwelling,Building > Dwelling > House - single occupancy,,,,,,,,,,,,,,,,,Good Intent false alarm > Special Service > Not required,no,,,,,,30,328,19,1,19
012925-24092010,09/24/2010 02:23:50 PM +0000,ABBEY,"(51.38800873750183, -2.35347704473258)",False Alarm,Building,Non Residential,Offices and call centres,Purpose built office,375***,165***,BANES,AFA from call centre,NonResidential,Building > Non Residential > Offices and call centres > Purpose built office,,,,,,,,,,,,,,,,,Fire alarm due to Apparatus > Unknown,no,,,,,,36,498,6,1,96
