Image,GPSLocationAltitude,GPSLocationAccuracy,VillageWard,AccessStreet,LocationDescription,AssetNo,BinType,Location,Ward,Output Areas (OA),Middle Layer Super Output Areas (MSOA),Boundary,Lower Layer Super Output Areas (LSOA)
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDAm_mBtwoM.jpg,178,10,Midsomer Norton,Linnet way,By footpath crossing,0,Knight,"(51.281602, -2.477622)",26,517,26,1,100
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDAs5aznAgM.jpg,14.9,5,City Centre,Pulteney Bridge,By Beaver garden Maze,BB,Big Belly,"(51.382954, -2.357212)",35,11,7,1,20
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDAu52i7gsM.jpg,117,10,Batheaston,North end,Between junc with church lane and seven acres lane,0,,"(51.410921, -2.320455)",1,40,10,1,23
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDA64nWuggM.jpg,91,10,Newbridge,Chelsea road,"Chelsea road junc with park road, outside spar shop",0,Jubilee,"(51.385096, -2.38873)",34,325,8,1,15
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgICgqbSO-QoM.jpg,25.7,5,Batheaston,London Road East,Stambridge Bus Stop Bathford & Chippenham bound,LB0336,Jubilee,"(51.405022, -2.316233)",1,39,10,1,24
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgICg4er8kgoM.jpg,48.5,5,Twerton,Pennyquick Park,Pennyquick Senior Play Area,LB0193,Jubilee,"(51.380252, -2.40865)",28,481,11,1,91
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDA09eggwgM.jpg,222,10,Foxhill,Foxhill,Junction of foxhill and Bradford park,0,Knight,"(51.361851, -2.356491)",19,116,18,1,36
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDA6-yiwAgM.jpg,74,10,Keynsham,Sherwood,Arden house by 36-42 entrance,0,Knight,"(51.411554, -2.499615)",37,180,2,1,52
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDA24rugwgM.jpg,21.1,10,Saltford,The Shallows,"The Shallows, Saltford, by toilet block",LB0031,Jubilee,"(51.403628, -2.451378)",17,426,16,1,80
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDA687luwkM.jpg,-68,30,City Centre,Abbey Green,Abbey green,0,Big Belly,"(51.380657, -2.358946)",35,12,7,1,20
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDAh5bX2wgM.jpg,140,10,Timsbury,Southlands drive,Timsbury. Southlands drive.  On path By church,Unknown,Knight,"(51.325159, -2.478638)",14,461,16,1,87
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDA0_yExwgM.jpg,236,10,Odd Down,Upper Bloomfield road,Odd down playing fields cycle track,0,Brunel,"(51.363017, -2.371399)",18,259,17,1,4
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDA-6riuwoM.jpg,77,10,Lower Swainswick,Gloucester road,Alice park path near playground,0,,"(51.397341, -2.340054)",23,220,4,1,58
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDAu52ijgkM.jpg,191,10,Paulton,Winterfield road,Up footpath opposite ham lane,0,Knight,"(51.304529, -2.500681)",13,366,23,1,69
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDA28zcmQsM.jpg,52,10,,Bellots road,Linear park to the north of the rail bridge,0,,"(51.380502, -2.384488)",32,579,13,1,103
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDAm9jLpwkM.jpg,101.425565,8,Keynsham,High Street,Outside of Churches newsagent,BB,Big Belly,"(51.414888, -2.49814)",24,158,1,1,49
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDA--j0vQgM.jpg,218,10,Farrington Gurney,A362,Bus shelter on A362 opp hill view,Unknown,,"(51.296806, -2.523095)",3,132,23,1,43
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDAk9LGwQsM.jpg,118,30,Bear Flat,Shaftesbury avenue,Shaftesbury rd toilets,0,Knight,"(51.376867, -2.377507)",31,347,14,1,63
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDA-6b5iggM.jpg,121,30,Bathwick,Bathwick hill,Junc of Adelaide place and bathwick hill,0,Jubilee,"(51.3824, -2.347137)",22,75,12,1,30
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDAm-XkoQoM.jpg,92.5,5,Midsomer Norton,A362 Radstock Road,Outside the Salvation Army,LB0167,Leafield,"(51.289601, -2.477798)",11,285,25,1,8
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDAy9m03ggM.jpg,160,10,Odd Down,Rush hill,Culverhay school bus stop,0,Knight,"(51.364314, -2.392188)",30,340,19,1,62
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDAy7CPxwkM.jpg,146,10,Southdown,Southdown road,Bus stop,0,Evolution,"(51.369242, -2.391016)",27,442,15,1,83
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDAm9-oiQoM.jpg,117,10,Oldfield Park,Oldfield road,Junc of Oldfield road and wells road,0,Knight,"(51.37436, -2.368763)",18,264,17,1,3
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDA09eggwoM.jpg,211,10,Combe Down,The firs,Entrance to park from north road and Ralph Allen drive,9,Other,"(51.36207, -2.346002)",19,109,18,1,37
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDAy7CPlwoM.jpg,37,100,,Upper bristol road,Upper bristol road by Mr D's,0,Big Belly,"(51.383029, -2.370136)",34,209,9,1,115
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDAs-rfkQgM.jpg,216,10,High Littleton,A37,Within highlittleon cemetery,Unknown,Other,"(51.319569, -2.511553)",3,135,23,1,42
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDA27LOsQgM.jpg,144,10,Bathampton,Holcombe lane,Shopping parade,0,Knight,"(51.393577, -2.321436)",1,27,10,1,27
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDA-4G1-gkM.jpg,114,10,City Centre,Charlotte street,Charlotte street car park area E,0,Other,"(51.384358, -2.370268)",34,209,9,1,115
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDA5_zfxgoM.jpg,20.5,10,Westmoreland,Lower Bristol Road,Outside Pizza Hut Takeaway,LB0134,Leafield,"(51.379968, -2.371648)",33,559,12,1,112
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDA09eg_QkM.jpg,230,10,Combe Down,Hawthorn grove,St Andrews Church,0,Knight,"(51.360009, -2.361319)",19,121,18,1,36
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDAm9-ojQkM.jpg,45.3,10,Bathwick,Sydney Buildings,Steps between Sydney Buildings and Darlington Place,LB0107,Leafield,"(51.380377, -2.348346)",22,76,12,1,30
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDA24ruyQkM.jpg,135,10,Upper Weston,Weston high street,Weston war memorial,0,,"(51.394818, -2.38921)",20,551,5,1,107
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDAm5DY-AoM.jpg,91,10,City Centre,Corn street,Entrance to Avon street car park,0,Other,"(51.378813, -2.36206)",35,14,7,1,20
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDA-93PoAsM.jpg,91.1,5,Midsomer Norton,Spencer Drive,Greenway,LB0068,Jubilee,"(51.291167, -2.485845)",11,276,25,1,9
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDAu6bMzggM.jpg,120,10,Twerton,Freeview road,Next to innox park play area,0,Knight,"(51.377875, -2.394094)",28,476,11,1,89
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDAi4rq9woM.jpg,119,10,Larkhall,Charlcombe lane,Larkhall rec by footpath to Brooklyn road,0,Knight,"(51.400669, -2.345499)",23,218,4,1,56
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgICggcvu9wsM.jpg,92.9,5,Southdown,Oriel Grove,Outside no.35,LB0291,Leafield,"(51.371303, -2.391023)",27,440,15,1,83
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDA2-Cc0AoM.jpg,144,30,City Centre,Avon street,Avon street coach park by poster stand and leaflet machine,0,Other,"(51.3791, -2.363524)",34,196,9,1,55
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDA-5bftQgM.jpg,77.08688,5,Bear Flat,Wellsway/Bear Flats,Da Vinci Italian Deli,LB0008,Jubilee,"(51.373543, -2.366424)",18,264,17,1,3
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDAy8LevQoM.jpg,190,10,Paulton,High street,Car park entrance,0,Jubilee,"(51.307701, -2.502401)",13,362,23,1,68
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDA-6G_6AoM.jpg,197,10,Odd Down,Old frome road,End of old frome road,0,Knight,"(51.356524, -2.369355)",18,262,17,1,4
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDAq6DriwkM.jpg,143,10,Stanton Drew,The Drive,Play area off of The Drive,Unknown,Knight,"(51.355933, -2.578839)",5,102,20,1,34
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDA27md4QoM.jpg,67,10,City Centre,Green park road,Lift between floors 2 and 3 in Avon street multistorey car park,0,,"(51.37894, -2.362235)",35,14,7,1,20
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDAy4eR9AoM.jpg,195,10,Southdown,Roundhill Grove,Down roundhill Grove,0,Knight,"(51.368666, -2.392543)",27,446,15,1,84
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDAh7i12gkM.jpg,182,10,Midsomer Norton,Hillside avenue,Hillside avenue play area,0,Other,"(51.281881, -2.496982)",25,293,27,1,14
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDA04HIxAgM.jpg,232,30,Bathwick,Bathwick hill,Outside St Marys Church bus stop,0,,"(51.3839, -2.351678)",35,3,7,1,21
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDA-8-W7QoM.jpg,118,10,Radstock,Fortescue road,Outside library,LB0001,Jubilee,"(51.291173, -2.447401)",12,413,24,1,79
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgICgsdfu2AkM.jpg,14,10,Keynsham,Bath Hill East Car Park,By entrance to Keynsham Memorial Park,LB0327,Leafield,"(51.412429, -2.495282)",16,156,3,1,45
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDAu7Dh8QsM.jpg,23.2,5,City centre,South Parade/Duke Street,By bench opposite church,BB,Big Belly,"(51.380046, -2.356002)",35,13,7,1,21
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDA-6KFpwkM.jpg,98,10,Bathwick,North parade road,Left of pay and display machine in leisure centre car park,0,Other,"(51.381226, -2.354651)",35,3,7,1,21
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgICg2dCYlAoM.jpg,117.1,10,Southdown,Englishcombe Lane,Rowacres bus stop,LB0369,Jubilee,"(51.365444, -2.392771)",27,448,15,1,84
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDAu4P8lAoM.jpg,159,10,Westfield,Waterford park,Waterford park opposite redwood close,0,Knight,"(51.28411, -2.459441)",26,505,26,1,98
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDA-4-V7AgM.jpg,248,10,Lansdown,Somerset Lane,Junc Somerset Lane and Somerset place,0,,"(51.392557, -2.368503)",21,242,7,1,2
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDAs4H94AgM.jpg,135,10,Twerton,Lymore gardens,Park at end of lymore gardens,0,Knight,"(51.375593, -2.38436)",32,532,13,1,101
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDAh8HnwwoM.jpg,72,30,Oldfield Park,Lower Oldfield park,Bus stop at junc of upper Oldfield park and lower Oldfield park,0,Evolution,"(51.377573, -2.373506)",33,,12,1,112
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDA687lmwkM.jpg,298,10,City Centre,Southgate street,Opposite Barclay's bank,0,Big Belly,"(51.377934, -2.359621)",35,13,7,1,21
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDAm-XkkQoM.jpg,33.890244,5,Saltford,Chelwood Road,"Chelwood Rd Playing Fields, next to carpark",LB0011,Jubilee,"(51.406369, -2.462632)",17,428,16,1,80
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgICgsZ7A1QkM.jpg,32.4,5,Bathwick,Sydney Gardens,In play area inbetween benches overlooking bowling green,LB0133,Leafield,"(51.387195, -2.349498)",22,74,12,1,30
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDAy5b2sgkM.jpg,198,10,Twerton,Mount road,Mount road shopping parade outside co-op,0,,"(51.372212, -2.396634)",27,436,15,1,83
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDA-7qLzwsM.jpg,94.6,5,Midsomer Norton,Withies Lane,by school,LB0088,Leafield,"(51.283043, -2.486512)",25,305,27,1,13
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDA2-CckAkM.jpg,61,30,City Centre,Milsom street,Outside Jolly's,0,,"(51.383784, -2.361606)",35,11,7,1,20
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDAu4_ugAgM.jpg,137,10,Bishop Sutton,Wick road,By play area to rear of village hall,Unknown,Knight,"(51.332251, -2.599499)",4,89,21,1,33
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDA25_f3AgM.jpg,122,10,Upper Weston,Pen hill road,"The rec, foot path entrance from pen hill road",0,,"(51.394532, -2.396674)",29,312,8,1,18
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDAu4P86gkM.jpg,22.6,5,Batheaston,Main Road A4,Batheaston Car Park,LB0099,Leafield,"(51.405345, -2.317951)",1,35,10,1,23
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDAy9Sp0gkM.jpg,87,10,Keynsham,Teviot road,End of Teviot road,0,Knight,"(51.408286, -2.483646)",16,141,3,1,47
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDAq6DrkwkM.jpg,209,10,Peasedown St John,Bath road,Peasedown st John Bath road opp pizza shop in car park,Unknown,Knight,"(51.315745, -2.42641)",15,382,22,1,71
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDAh8HnnQsM.jpg,151,10,,Chapel lawns,Chapel lawns,0,Knight,"(51.298777, -2.457857)",12,421,24,1,76
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDAh5bXmwoM.jpg,168,10,Camerton,Weeksley lane,Weeksley lane in car park of village hall,Unknown,Other,"(51.32459, -2.462146)",14,459,16,1,87
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDA-5bfsQkM.jpg,137,10,Bear Flat,Wells road,Pedestrian lights by st Mary's buildings bus stop towards bear flat,0,Knight,"(51.376988, -2.366117)",33,561,12,1,109
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDAm7uCzAsM.jpg,110,10,City Centre,Manvers street,Manvers street car park on lower deck by pay and display machine,0,Other,"(51.379159, -2.356576)",35,13,7,1,21
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDAm9TL_QoM.jpg,185,30,Freshford,By village hall play area,Freshford. By village hall play area,Unknown,Other,"(51.339835, -2.311376)",10,52,10,1,113
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDA27mdiQgM.jpg,95,10,Keynsham,Kelston road,Path of kelston road,0,Knight,"(51.411794, -2.506401)",24,169,1,1,50
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDAm_7XgggM.jpg,98,30,Freshford,Sharpstone lane,By bench,Unknown,Other,"(51.3384, -2.306223)",10,53,10,1,113
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDA8-_exwoM.jpg,162,30,City Centre,Corn street,Junc of corn street and ambury,0,Knight,"(51.378554, -2.361331)",35,14,7,1,20
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDA-5v9-QkM.jpg,190,30,,Balance street,Balence street east where it meets morford street,0,,"(51.388703, -2.363017)",21,247,7,1,2
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDA-4fpugkM.jpg,88,10,,Beckford gardens,Beckford gardens junc with Beckford road,0,Jubilee,"(51.387898, -2.348849)",36,496,6,1,95
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDA28zc2QkM.jpg,127,30,Lansdown,Belvedere,Hedgemead park beyond playground on left fork,0,,"(51.388629, -2.360821)",21,245,7,1,59
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDAh7i1-goM.jpg,122,30,City Centre,Avon street,Kingsmead square,0,Big Belly,"(51.381047, -2.362966)",34,196,9,1,55
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDA-8HWlAgM.jpg,223,10,Peasedown St John,French close,Beacon hall play field. French close,Unknown,,"(51.315431, -2.421075)",15,396,22,1,72
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDA-6b5igoM.jpg,106,10,Twerton,The brow,Enoch park by entrance from the brow,0,Knight,"(51.378224, -2.39218)",28,476,11,1,89
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDAm9-okQkM.jpg,107,10,Batheaston,High Street,"By lights outside the white lion pub, post office and the fat friar",0,Knight,"(51.405185, -2.317541)",1,35,10,1,23
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDAm5u5kgsM.jpg,99,30,,Lower bristol road,Junc of lower bristol road and brougham Hayes by twerton liberal club,0,Jubilee,"(51.381742, -2.374228)",32,538,13,1,103
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDAk_uCtgoM.jpg,112,10,City Centre,Paragon,Paragon by cowshed,0,Jubilee,"(51.385534, -2.360829)",35,7,7,1,20
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgICg8bnW3ggM.jpg,49.7,10,City Centre,The Circus,Opposite Gay Street,LB0390,Jubilee,"(51.385839, -2.363948)",35,21,7,1,22
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDAh5bX2wkM.jpg,110,10,Newton St Loe,By bath SP's gatehouse,Newton st low. By bath spa uni gate house,Unknown,Jubilee,"(51.380856, -2.429705)",9,68,22,1,28
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDA64nWkQsM.jpg,83.574856,10,Midsomer Norton,MSN high street,MSN bus stop opp MSN community trust,LB0020,Jubilee,"(51.285946, -2.482003)",11,291,25,1,11
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDAm_mB-wkM.jpg,121,30,,Holloway,Entrance to Magdalen gardens,0,Knight,"(51.375777, -2.364156)",33,571,12,1,109
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDAh9qukAkM.jpg,122,10,Keynsham,High street,River terrace,0,Knight,"(51.413864, -2.497037)",37,182,2,1,52
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDAk_uCpgkM.jpg,97,10,City Centre,Charlotte street,Area B Charlotte street car park,0,,"(51.383879, -2.367469)",34,209,9,1,115
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDAq7Ww7gsM.jpg,236,30,Combe Down,Claverton road,Rainbow wood by claverton road Moncton sch entrance,0,Knight,"(51.36314, -2.339805)",33,558,12,1,110
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDAm_mBhwsM.jpg,115,10,Wellow,High street,By play field,Unknown,Knight,"(51.322038, -2.37703)",10,61,10,1,114
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDAu4P89AkM.jpg,81,10,,Brookleaze,Larkhall sch on brookleaze building's,0,Knight,"(51.397628, -2.345924)",23,229,4,1,56
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDA-5iVzwsM.jpg,191,10,Combe Down,Queen's drive,Queens drive and mear road,0,Knight,"(51.363476, -2.357942)",19,108,18,1,39
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDA-9LHmAkM.jpg,124,10,Bathwick,Bathwick hill,Tesco express,0,,"(51.382838, -2.348884)",22,75,12,1,30
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDA276hjAgM.jpg,192,10,Timsbury,South road,By phone box,Unknown,Knight,"(51.325511, -2.476295)",14,461,16,1,87
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDA-6vepQoM.jpg,153,10,Queen Charlton,Queen Charlton Lane,Village Green,0,Knight,"(51.401271, -2.527128)",8,122,16,1,41
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDAh7nY7gsM.jpg,81,10,,Brougham Hayes,Hayesfield lower school bus stop,0,Jubilee,"(51.380478, -2.374804)",33,559,12,1,112
